pwsid,name,type,population,owner_type,primary_source,address,lat,lng,total_violations,health_violations,unaddressed_violations,risk_level,marker_color
GA1610001,HAZLEHURST WATER SYSTEM,CWS,5778,L,GW,"HAZLEHURST, Jeff Davis County, GA",32.51299425313367,-82.86486206639115,85,14,0,High,red
GA1610021,LAKE OWL HEAD SUBDIVISION,CWS,161,P,GW,"TWIN CITY, Jeff Davis County, GA",31.723195972907103,-83.29866438942462,96,18,2,High,red
GA1610023,PINE TREE MOBILE HOME PARK,CWS,122,P,GW,"SAINT SIMONS ISLAND, Jeff Davis County, GA",31.692892813306365,-83.7461078987825,56,4,0,High,red
GA1610027,S & E MOBILE HOME PARK,CWS,68,P,GW,"SAVANNAH, Jeff Davis County, GA",32.0835,-81.0998,32,0,0,Low,yellow
GA1630000,AVERA,CWS,424,L,GW,"AVERA, Jefferson County, GA",33.129537587691274,-84.78159864421673,15,0,0,Low,yellow
GA1630001,BARTOW,CWS,419,L,GW,"BARTOW, Jefferson County, GA",33.17380312229575,-82.81216471578259,92,5,0,High,red
GA1630002,LOUISVILLE,CWS,4965,L,GW,"LOUISIVILLE, Jefferson County, GA",32.39965347947179,-84.00503548207494,43,5,4,High,red
GA1630003,STAPLETON,CWS,433,L,GW,"STAPLETON, Jefferson County, GA",33.08531520334911,-83.20185566048289,48,1,0,High,red
GA1630004,WADLEY,CWS,2527,L,GW,"WADLEY, Jefferson County, GA",31.727704382499045,-82.3008461807424,76,3,2,High,red
GA1630005,WRENS,CWS,2730,L,GW,"WRENS, Jefferson County, GA",33.32487191599592,-82.8361547843832,14,3,2,High,red
GA1630007,GRANGE ROAD WATER SYSTEM,NTNCWS,250,L,GW,"LOUISVILLE, Jefferson County, GA",32.9935373666608,-83.63820383468254,9,0,1,Medium,orange
GA1630011,BROWN TERRACE SUBDIVISION,CWS,96,P,GW,"HEPHZIBAH, Jefferson County, GA",31.793119096400606,-82.19269015739181,77,4,2,High,red
GA1650000,MILLEN,CWS,6569,L,GW,"MILLEN, Jenkins County, GA",33.0457654005316,-82.19272867526452,312,5,0,High,red
GA1650001,PERKINS WATER AUTHORITY,CWS,103,L,GW,"PERKINS, Jenkins County, GA",32.54163156272802,-83.07642804808033,27,0,1,Medium,orange
GA1650005,DNR-MAGNOLIA SPRINGS STATE PK.,TNCWS,35,S,GW,"MILLEN, Jenkins County, GA",31.78075836511871,-83.30826450961946,43,10,0,High,red
GA1650010,U.S. SILICA-MILLEN PLANT,NTNCWS,44,P,GW,"MILLEN, Jenkins County, GA",33.413289331137534,-84.6963152045249,0,0,0,Good,green
GA1650011,DNR-MAGNOLIA COTTAGES AND CAMPGROUND,TNCWS,35,S,GW,"MILLEN, Jenkins County, GA",32.20421144156464,-82.91466610713351,0,0,0,Good,green
GA1650012,DNR-MAGNOLIA COTTAGE 6&9,TNCWS,35,S,GW,"MILLEN, Jenkins County, GA",32.6919299557353,-84.57843022868076,0,0,0,Good,green
GA1670000,KITE,CWS,260,L,GW,"KITE, Johnson County, GA",33.554653640405384,-84.89202131119487,27,0,0,Low,yellow
GA1670001,SCOTT WATER & SEWER AUTHORITY,CWS,238,L,GW,"ADRIAN, Johnson County, GA",33.45321733698711,-84.2185789449635,45,3,1,High,red
GA1670002,WRIGHTSVILLE,CWS,3749,L,GW,"WRIGHTSVILLE, Johnson County, GA",33.52085322618933,-84.62559122562233,42,12,0,High,red
GA1690000,GRAY,CWS,9551,L,GW,"GRAY, Jones County, GA",31.745775443327467,-82.9503630276613,43,0,0,Low,yellow
GA1690001,"JONES CO.-HADDOCK WATER COMMISSION, INC.",CWS,489,L,GW,"HADDOCK, Jones County, GA",32.78578664431675,-82.88097055236213,43,3,0,High,red
GA1690002,JONES COUNTY,CWS,12736,L,SWP,"GRAY, Jones County, GA",32.7972012073932,-82.30177500315358,18,0,0,Low,yellow
GA1690032,OLD CLINTON BBQ HOUSE,TNCWS,208,P,GW,"GRAY, Jones County, GA",31.75694050298914,-82.64349701851047,19,0,0,Low,yellow
GA1690040,JONES CO.-LAKE JONESCO GOLF COURSE,TNCWS,75,P,GW,"GRAY, Jones County, GA",32.596391637630425,-83.69896801070584,56,2,0,High,red
GA1690049,JONES COUNTY FARMS,CWS,71,P,GWP,"EATONTON, Jones County, GA",32.26612720206647,-82.3557721004241,11,0,0,Low,yellow
GA1690054,DOLLAR GENERAL #20581,TNCWS,250,P,GW,"GRAY, Jones County, GA",33.28931539927419,-83.1628421105002,0,0,0,Good,green
GA1710000,BARNESVILLE,CWS,10725,L,SW,"BARNESVILLE, Lamar County, GA",31.78124295335729,-84.26267555459633,25,17,0,High,red
GA1710001,MILNER,CWS,1890,L,SWP,"MILNER, Lamar County, GA",32.202971955048376,-84.43434070374217,45,20,0,High,red
GA1710022,FULLERS COMMUNITY PARK,CWS,151,P,GW,"BARNESVILLE, Lamar County, GA",31.64779487172192,-82.38485749790748,134,11,11,High,red
GA1730000,LAKELAND,CWS,2796,L,GW,"LAKELAND, Lanier County, GA",32.3448775182678,-82.74949303742848,26,1,0,High,red
GA1730012,GRAND BAY RIDGE S/D,CWS,112,P,GW,"NAYLOR, Lanier County, GA",31.881401205953736,-84.29586902095356,4,0,0,Low,yellow
GA1730013,WESTWIND FARM ESTATES MHP,CWS,176,P,GW,"VALDOSTA, Lanier County, GA",30.8327,-83.2785,21,0,0,Low,yellow
GA1730014,"SJ WATER, LLC",CWS,764,P,GW,"VALDOSTA, Lanier County, GA",30.8327,-83.2785,26,0,0,Low,yellow
GA1730015,BANKS LAKE POINTE SUBDIVISION,CWS,198,P,GW,"NAYLOR, Lanier County, GA",32.91522935901618,-83.86740528647039,4,0,0,Low,yellow
GA1730016,MILL POND PLANTATION,CWS,302,P,GW,"VALDOSTA, Lanier County, GA",30.8327,-83.2785,50,0,0,Low,yellow
GA1730018,PALMETTO PINES PLANTATION,CWS,70,P,GW,"NAYLOR, Lanier County, GA",31.754185633463038,-84.11752174523443,14,0,0,Low,yellow
GA1730019,BOYETTE FARMS,CWS,254,P,GW,"LAKELAND, Lanier County, GA",30.8327,-83.2785,0,0,0,Good,green
GA1750000,CADWELL,CWS,713,L,GW,"CADWELL, Laurens County, GA",33.11346215843711,-83.54080073165093,39,2,0,High,red
GA1750001,DEXTER,CWS,2097,L,GW,"DEXTER, Laurens County, GA",32.86432382773202,-82.71340639999504,29,0,0,Low,yellow
GA1750002,DUBLIN,CWS,17500,L,SW,"DUBLIN, Laurens County, GA",33.52829005711032,-83.13116342525434,16,0,0,Low,yellow
GA1750003,DUDLEY,CWS,1783,L,GW,"DUDLEY, Laurens County, GA",32.30822201527173,-83.69250880538914,28,0,0,Low,yellow
GA1750004,EAST DUBLIN,CWS,4536,L,GW,"EAST DUBLIN, Laurens County, GA",32.26605953985425,-82.19221816318421,23,7,0,High,red
GA1750005,MONTROSE,CWS,228,L,GW,"MONTROSE, Laurens County, GA",32.92742439441875,-82.61152632510631,77,0,0,Low,yellow
GA1750006,RENTZ,CWS,1864,L,GW,"RENTZ, Laurens County, GA",32.033799111254524,-82.89302552189447,5,2,0,High,red
GA1750013,TEEN CHALLENGE INCORPORATION,NTNCWS,73,L,GW,"DUBLIN, Laurens County, GA",31.81554211839922,-83.36139476600086,36,0,0,Low,yellow
GA1750014,TRINITY CHRISTIAN SCHOOL,NTNCWS,360,P,GW,"DUBLIN, Laurens County, GA",33.5335256979947,-84.64374220314659,66,0,0,Low,yellow
GA1750016,WEST LAURENS MIDDLE SCHOOL,NTNCWS,60,L,GW,"DUBLIN, Laurens County, GA",32.88342619583314,-82.85354832185801,66,3,0,High,red
GA1750017,HEART OF BUCKEYE,CWS,95,P,GW,"DUBLIN, Laurens County, GA",32.064051949714184,-82.42023221856104,17,1,3,High,red
GA1750026,PINEDALE ESTATES SUBDIVISION,CWS,45,P,GW,"DUBLIN, Laurens County, GA",32.774616982585194,-83.71559910691008,14,0,0,Low,yellow
GA1750030,HOLLY HILLS SUBDIVISION,CWS,645,P,GW,"DUBLIN, Laurens County, GA",32.30808727250721,-84.32434014241178,50,0,0,Low,yellow
GA1750033,VILLAGE COVE MOBILE HOME PARK,CWS,76,P,GW,"DUBLIN, Laurens County, GA",31.7225072833353,-82.21112680018436,43,0,0,Low,yellow
GA1750035,HUMPTY DUMPTY DAY CARE,NTNCWS,40,P,GW,"RENTZ, Laurens County, GA",32.17684419265984,-84.01567149976837,81,5,0,High,red
GA1750043,"THUNDERING SPRINGS ASSOC.,INC.",CWS,189,P,GW,"DUBLIN, Laurens County, GA",31.765248806785678,-83.15387373448945,91,0,2,Medium,orange
GA1750054,DUBLIN COUNTRY CLUB,TNCWS,900,P,GW,"DUBLIN, Laurens County, GA",33.625861932060346,-83.52927129899896,33,0,1,Medium,orange
GA1750061,JACK`S PLACE,TNCWS,200,P,GW,"EAST DUBLIN, Laurens County, GA",32.59187799889799,-82.53748466123348,13,0,0,Low,yellow
GA1750092,WESTROCK,NTNCWS,300,P,GW,"DUBLIN, Laurens County, GA",31.946606328648702,-82.82813783208738,62,0,0,Low,yellow
GA1750104,CHIMNEY HILL SUBDIVISION,CWS,113,P,GW,"DUBLIN, Laurens County, GA",32.74395551014998,-82.64792475133774,37,3,0,High,red
GA1750110,HITCHITI MOBILE HOME PARK,CWS,122,P,GW,"DEXTER, Laurens County, GA",32.65240841931179,-84.23625406356061,22,2,0,High,red
GA1750120,JET FOOD STORE #53,TNCWS,144,P,GW,"SANDERSVILLE, Laurens County, GA",32.47996927380759,-84.28675521052143,35,0,0,Low,yellow
GA1750124,DNR-GILLIS PUBLIC FISHING AREA,TNCWS,40,S,GW,"WAYCROSS, Laurens County, GA",32.34311178086639,-82.81468540837317,19,0,0,Low,yellow
GA1750125,PLANTATION AT EVERGREEN,CWS,44,P,GW,"EAST DUBLIN, Laurens County, GA",32.856046199782234,-82.81443650996886,8,0,0,Low,yellow
GA1750126,ST. CHARLES SUBDIVISION,CWS,84,P,GW,"DEXTER, Laurens County, GA",33.27075470092601,-83.13231368490173,14,0,0,Low,yellow
GA1750129,CLAXTON CROSSING APARTMENT,CWS,67,P,GW,"DUBLIN, Laurens County, GA",32.56637321955487,-83.5568537132038,50,0,3,Medium,orange
GA1750130,HUNTER'S POINT APARTMENTS,CWS,208,P,GW,"DUBLIN, Laurens County, GA",32.64362309112997,-84.47655355711784,25,0,4,Medium,orange
GA1750132,DOLLAR GENERAL STORE #21690,TNCWS,310,P,GW,"EAST DUBLIN, Laurens County, GA",33.749,-84.388,0,0,0,Good,green
GA1750133,NEW DUDLEY LUMBER MILL,NTNCWS,97,P,GW,"DUDLEY, Laurens County, GA",32.171227294537985,-82.14776739846964,70,0,1,Medium,orange
GA1770000,LEESBURG,CWS,3372,L,GW,"LEESBURG, Lee County, GA",31.940825900296495,-82.09927577820321,93,1,0,High,red
GA1770001,SMITHVILLE,CWS,699,L,GW,"SMITHVILLE, Lee County, GA",32.770215680337074,-82.74170016909486,65,2,1,High,red
GA1770003,BIG OAK ESTATES,CWS,113,P,GW,"SAVANNAH, Lee County, GA",32.0835,-81.0998,15,0,0,Low,yellow
GA1770006,LAKEVIEW MOBILE HOME PARK,CWS,86,P,GW,"LEESBURG, Lee County, GA",31.5785,-84.1557,45,0,0,Low,yellow
GA1770008,PINEVIEW MOBILE ESTATES,CWS,54,P,GW,"LEESBURG, Lee County, GA",32.90738317711869,-82.37517522392535,9,0,0,Low,yellow
GA1770015,LEE STATE PRISON,CWS,886,S,GW,"LEESBURG, Lee County, GA",32.5295024318862,-83.70628163091882,37,3,0,High,red
GA1770022,PHILEMA PARK SUBDIVISION,CWS,397,P,GW,"SAVANNAH, Lee County, GA",32.0835,-81.0998,38,0,0,Low,yellow
GA1770024,COLONIAL ACRES S/D,CWS,51,P,GW,"SAVANNAH, Lee County, GA",32.0835,-81.0998,14,0,0,Low,yellow
GA1770026,NORTH DOUBLEGATE WATER SYSTEM,CWS,92,P,GW,"ALBANY, Lee County, GA",31.5785,-84.1557,32,0,2,Medium,orange
GA1770029,DAWSON ROAD APARTMENTS,CWS,32,P,GW,"ALBANY, Lee County, GA",31.5785,-84.1557,27,6,0,High,red
GA1770039,SPRING LAKE MOBILE HOME PARK,CWS,122,P,GW,"PELHAM, Lee County, GA",32.71099151682295,-82.71219486424013,77,0,1,Medium,orange
GA1770060,"DOUBLEGATE NORTH, PHASE VI",CWS,78,P,GW,"ALBANY, Lee County, GA",31.5785,-84.1557,8,0,0,Low,yellow
GA1770066,OLD STAGE SUBDIVISION,CWS,159,P,GW,"LEESBURG, Lee County, GA",32.0835,-81.0998,18,0,0,Low,yellow
GA1770068,LEE COUNTY UTILITIES AUTHORITY,CWS,20194,L,GW,"LEESBURG, Lee County, GA",31.75373282296786,-82.8046800250989,82,5,1,High,red
GA1770074,LEE CO.CRIMINAL JUSTICE CENTER,CWS,246,L,GW,"LEESBURG, Lee County, GA",33.464705849138674,-84.55542060298647,33,0,1,Medium,orange
GA1790000,HINESVILLE,CWS,32471,L,GW,"HINESVILLE, Liberty County, GA",31.8468,-81.596,17,0,0,Low,yellow
GA1790001,MIDWAY,CWS,2595,L,GW,"MIDWAY, Liberty County, GA",31.802377650571568,-82.63091070099588,68,0,0,Low,yellow
GA1790005,ISLE OF WIGHT,CWS,887,P,GW,"SAVANNAH, Liberty County, GA",32.0835,-81.0998,130,6,0,High,red
GA1790007,LAKE GEORGE SUBDIVISION,CWS,1089,P,GW,"SAVANNAH, Liberty County, GA",32.0835,-81.0998,27,1,0,High,red
GA1790012,"INTERSTATE PAPER, LLC",NTNCWS,235,P,GW,"RICEBORO, Liberty County, GA",32.254947221221656,-82.98051802809212,19,0,0,Low,yellow
GA1790014,WOODLAND LAKES,CWS,672,P,GW,"SAVANNAH, Liberty County, GA",32.0835,-81.0998,15,0,0,Low,yellow
GA1790015,DNR-FT MORRIS HISTORIC SITE,TNCWS,25,S,GW,"MIDWAY, Liberty County, GA",32.72992333038403,-83.06109586056537,7,0,0,Low,yellow
GA1790018,ROBERTS PROPERTIES,CWS,65,P,GW,"HINESVILLE, Liberty County, GA",31.8468,-81.596,52,17,3,High,red
GA1790020,WALTHOURVILLE WATER SYSTEM,CWS,3858,L,GW,"WALTHOURVILLE, Liberty County, GA",32.83709426450304,-84.22767752192374,74,3,1,High,red
GA1790022,OAKVIEW MOBILE HOME PARK,CWS,96,P,GW,"AUGUSTA, Liberty County, GA",33.4735,-82.0105,44,1,0,High,red
GA1790024,USA-FORT STEWART MAIN,CWS,27573,F,GW,"FORT STEWART (U.S. ARMY), Liberty County, GA",32.2155898700615,-83.35648018519366,29,20,0,High,red
GA1790027,PALM'S WEST MOBILE HOME PARK,CWS,42,P,GW,"HINESVILLE, Liberty County, GA",31.8468,-81.596,43,2,1,High,red
GA1790029,VICTORY MANOR MOBILE HOME PARK,CWS,64,P,GW,"LUDOWICI, Liberty County, GA",31.909437605954036,-84.24929848610013,35,2,2,High,red
GA1790030,HERITAGE ESTATES,CWS,130,P,GW,"TOWNSEND, Liberty County, GA",31.942347769327586,-82.76007689786412,92,1,3,High,red
GA1790035,RICEBORO,CWS,1131,L,GW,"RICEBORO, Liberty County, GA",31.76277095888585,-83.95205337747564,11,3,0,High,red
GA1790037,DENMARK TRAILER PARK,CWS,83,P,GW,"HINESVILLE, Liberty County, GA",31.8468,-81.596,48,0,1,Medium,orange
GA1790048,C.R.STANFORD APARTMENTS,CWS,52,P,GW,"HINESVILLE, Liberty County, GA",31.8468,-81.596,227,7,2,High,red
GA1790093,DEERFIELD MOBILE HOME PARK,CWS,78,P,GW,"HINESVILLE, Liberty County, GA",31.8468,-81.596,45,2,1,High,red
GA1790094,COUNTRY LANE MOBILE HOME PARK,CWS,172,P,GW,"ALLENHURST, Liberty County, GA",32.98391001097523,-83.4195929677719,17,1,0,High,red
GA1790096,WESTGATE MOBILE HOME PARK,CWS,72,P,GW,"HINESVILLE, Liberty County, GA",31.8468,-81.596,73,4,1,High,red
GA1790098,SASSER`S MOBILE HOME PARK,CWS,52,P,GW,"HINESVILLE, Liberty County, GA",31.8468,-81.596,46,12,3,High,red
GA1790104,"LAKEVIEW MOBILE HOME PARK, LLC",CWS,175,P,GW,"ALLENHURST, Liberty County, GA",33.213378660948905,-84.52819525337347,42,0,0,Low,yellow
GA1790116,USA FORT STEWART HOLBROOK AREA,TNCWS,25,F,GW,"FORT STEWART (U.S. ARMY), Liberty County, GA",33.27184164695664,-83.88990883654544,3,0,0,Low,yellow
GA1790117,USA-FORT STEWART EVANS HELLAPORT,TNCWS,75,F,GW,"FORT STEWART (U.S. ARMY), Liberty County, GA",32.240350954779615,-84.30739023358348,3,0,0,Low,yellow
GA1790122,DUTCHMAN`S COVE SUBDIVISION,CWS,62,P,GW,"MIDWAY, Liberty County, GA",32.64865646154659,-84.43751568241062,52,0,1,Medium,orange
GA1790123,THE POINTE AT SUNBURY,CWS,200,P,GW,"SUNBURY, Liberty County, GA",32.0835,-81.0998,55,4,0,High,red
GA1790125,HALFMOON VILLAS & MARINA,CWS,252,P,GW,"HINESVILLE, Liberty County, GA",31.8468,-81.596,83,2,0,High,red
GA1790126,MIDWAY INDUSTRIAL PARK,NTNCWS,520,L,GW,"HINESVILLE, Liberty County, GA",31.8468,-81.596,13,0,1,Medium,orange
GA1790132,SEABROOK ISLAND SUBDIVISION,CWS,101,P,GW,"MIDWAY, Liberty County, GA",32.682064237069866,-82.29726326767508,31,0,3,Medium,orange
GA1790134,GEORGIA HOMES AT LIVE OAK,CWS,75,P,GW,"HINESVILLE, Liberty County, GA",31.8468,-81.596,6,0,0,Low,yellow
GA1790135,ZORN SUBDIVISION,CWS,45,P,GW,"MIDWAY, Liberty County, GA",33.572300149840615,-84.60313351057569,34,0,1,Medium,orange
GA1790136,WOODRIDGE COMMUNITY MHP,CWS,91,P,GW,"MIDWAY, Liberty County, GA",32.17634643036851,-82.84337424047828,337,0,4,Medium,orange
GA1790137,MULTIPURPOSE RANGE COMPLEX,TNCWS,26,F,GW,"FORT STEWART (U.S. ARMY), Liberty County, GA",32.56107209416332,-83.0669611295464,3,0,0,Low,yellow
GA1790141,MCDONALDS RESTAURANT,TNCWS,200,P,GW,"BRUNSWICK, Liberty County, GA",33.316622872576,-82.12234333586322,3,0,0,Low,yellow
GA1790144,ARCADIA SUBDIVISION,CWS,81,P,GW,"NEWINGTON, Liberty County, GA",32.34572793257766,-83.90837059234224,12,0,3,Medium,orange
GA1790145,FAIR HAVEN ACRES MOBILE HOME PARK,CWS,70,P,GW,"ELLABELL, Liberty County, GA",33.618930078681515,-84.53389347329795,57,0,1,Medium,orange
GA1790147,HOLBROOK POND CAMPGROUND,TNCWS,25,P,GW,"FORT STEWART, Liberty County, GA",32.918924421954856,-84.4638678204727,5,0,0,Low,yellow
GA1790148,PLANTING HAMMOCK,CWS,60,P,GW,"MIDWAY, Liberty County, GA",31.642826773330665,-83.54674799017032,139,0,1,Medium,orange
GA1790151,VILLAGE AT SUNBURY,CWS,88,P,GW,"SAVANNAH, Liberty County, GA",32.0835,-81.0998,8,0,0,Low,yellow
GA1790152,SEABROOK ISLAND SUBDIVISION,CWS,55,P,GW,"MIDWAY, Liberty County, GA",32.809553960471085,-82.66280760754493,19,0,0,Low,yellow
GA1790153,TRADEPORT EAST,CWS,675,L,GW,"HINESVILLE, Liberty County, GA",31.8468,-81.596,33,0,9,Medium,orange
GA1790156,USA-FORT STEWART RED CLOUD ALPHA,TNCWS,100,F,GW,"FORT STEWART, Liberty County, GA",32.46365989133441,-82.931953821684,0,0,0,Good,green
GA1790157,VILLAGES AT LIMERICK,CWS,39,P,GW,"SAVANNAH, Liberty County, GA",32.0835,-81.0998,3,0,0,Low,yellow
GA1790158,YELLOW BLUFF WATER SYSTEM,CWS,19,P,GW,"SAVANNAH, Liberty County, GA",32.0835,-81.0998,6,0,0,Low,yellow
GA1790159,RYAN ESTATES,CWS,62,P,GW,"SAVANNAH, Liberty County, GA",32.0835,-81.0998,7,0,0,Low,yellow
GA1790161,ANGLER`S EDGE SUBDIVISION,CWS,25,P,GW,"SAVANNAH, Liberty County, GA",32.0835,-81.0998,0,0,0,Good,green
GA1790164,LYMAN HALL NORTH SUBDIVISION,CWS,65,P,GW,"SAVANNAH, Liberty County, GA",32.0835,-81.0998,3,0,0,Low,yellow
GA1790167,USA-FORT STEWART DMPRC,TNCWS,200,F,GW,"FORT STEWART, Liberty County, GA",31.8048787621966,-82.49447037168207,0,0,0,Good,green
GA1790170,LIBERTY COUNTY WATER SYSTEM,CWS,910,L,GW,"FORT STEWART (U.S. ARMY), Liberty County, GA",31.8468,-81.596,3,0,0,Low,yellow
GA1790171,USA QUALIFICATION TRAINING RANGE (QTR),TNCWS,200,F,GW,"FORT STEWART (U.S. ARMY), Liberty County, GA",32.548338551985175,-83.08959966344514,0,0,0,Good,green
GA1790172,DOLLAR GENERAL STORE  # 20487,TNCWS,30,P,GW,"FLEMING, Liberty County, GA",33.50195945727368,-83.77312627782881,0,0,0,Good,green
GA1810000,LINCOLNTON,CWS,1657,L,SW,"LINCOLNTON, Lincoln County, GA",32.398601176118284,-83.32092883778529,46,30,0,High,red
GA1810001,DNR - ELIJAH CLARK STATE PARK # 1,TNCWS,25,S,GW,"LINCOLNTON, Lincoln County, GA",33.41579632245379,-84.75083918221829,9,2,0,High,red
GA1810008,CAMP DANIEL MARSHALL,TNCWS,50,P,GW,"LINCOLNTON, Lincoln County, GA",33.261875263648996,-82.0097003052219,17,0,0,Low,yellow
GA1810021,LINCOLN  COUNTY - BROAD RIVER CAMPGROUND,TNCWS,50,L,GW,"LINCOLNTON, Lincoln County, GA",32.14000460620591,-83.30318380595838,3,0,0,Low,yellow
GA1810023,LINCOLN COUNTY  HESTERS FERRY CAMPGROUND,TNCWS,26,L,GW,"LINCOLNTON, Lincoln County, GA",32.87957269780986,-83.21497232662682,8,0,0,Low,yellow
GA1810028,LINCOLN COUNTY - CLAY HILL CAMP AREA,TNCWS,30,L,GW,"LINCOLNTON, Lincoln County, GA",32.34140506682422,-84.07679327976228,11,10,0,High,red
GA1810029,DNR - ELIJAH CLARK ST. PARK # 2 & # 3,TNCWS,133,S,GW,"LINCOLNTON, Lincoln County, GA",32.47476584226696,-82.12559265143875,10,0,0,Low,yellow
GA1810030,DNR - ELIJAH CLARK STATE PARK  # 4,TNCWS,143,S,GW,"LINCOLNTON, Lincoln County, GA",32.385948045261955,-83.38838100137053,15,4,0,High,red
GA1810033,FISHING CREEK MHP,CWS,46,P,GW,"LINCOLNTON, Lincoln County, GA",33.61928481563879,-83.88156796396613,12,4,0,High,red
GA1810038,LINCOLN COUNTY WATER SYSTEM,CWS,5979,L,SWP,"LINCOLNTON, Lincoln County, GA",33.126712172620884,-84.48069693402304,34,4,0,High,red
GA1830000,LUDOWICI WATER SYSTEM,CWS,1651,L,GW,"LUDOWICI, Long County, GA",33.128536981267345,-82.45279830852353,98,1,1,High,red
GA1830001,CEDAR BROOK MOBILE HOME PARK,CWS,50,P,GW,"LUDOWICI, Long County, GA",33.04179010374926,-83.71237888674273,17,1,0,High,red
GA1830002,TWIN OAKS MOBILE HOME PARK,CWS,111,P,GW,"SAVANNAH, Long County, GA",32.0835,-81.0998,31,1,0,High,red
GA1830006,AARON MOBILE HOME PARK,CWS,112,P,GW,"ALLENHURST, Long County, GA",32.52550238581852,-82.49861415275086,61,0,2,Medium,orange
GA1830007,OAKDALE MOBILE HOME PARK,CWS,268,P,GW,"LUDOWICI, Long County, GA",32.62321651253229,-83.43093339898351,27,0,1,Medium,orange
GA1830008,SPRING CREEK MOBILE HOME PARK,CWS,65,P,GW,"HINESVILLE, Long County, GA",31.8468,-81.596,195,9,1,High,red
GA1830010,MIDDLETON MOBILE VILLAGE,CWS,62,P,GW,"LUDOWICI, Long County, GA",31.8468,-81.596,35,12,0,High,red
GA1830020,TAYLORS CREEK MOBILE HOME PARK,CWS,55,P,GW,"HINESVILLE, Long County, GA",31.8468,-81.596,58,7,0,High,red
GA1830021,J & M RENTALS,CWS,70,P,GW,"LUDOWICI, Long County, GA",31.954389831979963,-83.14888378504266,61,14,4,High,red
GA1830024,OAK MEADOWS MOBILE HOME PARK,CWS,81,P,GW,"SAVANNAH, Long County, GA",32.0835,-81.0998,29,3,3,High,red
GA1830025,COUNTRY MEADOWS MOBILE HOME PARK,CWS,58,P,GW,"LUDOWICI, Long County, GA",32.04939568282342,-84.43482726565176,25,4,0,High,red
GA1830027,PENNY ACRES MOBILE HOME PARK,CWS,62,P,GW,"HINESVILLE, Long County, GA",31.8468,-81.596,50,3,1,High,red
GA1830028,OAK RIDGE MOBILE HOME PARK,CWS,78,P,GW,"ALLENHURST, Long County, GA",33.31614536849561,-82.49580368193139,19,0,0,Low,yellow
GA1830029,STEWART PINES TRAILER PARK,CWS,81,P,GW,"HINESVILLE, Long County, GA",31.8468,-81.596,43,6,1,High,red
GA1830031,MCDONALD VILLAGE,CWS,44,P,GW,"ALLENHURST, Long County, GA",31.740718869723043,-83.35097822815345,33,14,0,High,red
GA1830032,PINE CREST MOBILE HOME PARK,CWS,95,P,GW,"LUDOWICI, Long County, GA",31.663689216130123,-82.2614248968928,115,0,2,Medium,orange
GA1830033,SANDHILL SUBDIVISION,CWS,46,P,GW,"MIDWAY, Long County, GA",31.701830523532,-82.7590876956611,35,5,0,High,red
GA1830034,MAGNOLIA PARK,CWS,62,P,GW,"LUDOWICI, Long County, GA",33.31005890262575,-84.04463034182943,38,3,3,High,red
GA1830035,RYE PATCH COMMUNITY WELL,CWS,70,P,GW,"LUDOWICI, Long County, GA",33.29531479245639,-83.18241882020472,326,6,0,High,red
GA1830037,PERSIMMON ESTATES SUBDIVISION,CWS,114,P,GW,"SAVANNAH, Long County, GA",32.0835,-81.0998,22,0,0,Low,yellow
GA1830039,BEAVER HILL MOBILE HOME PARK,CWS,133,P,GW,"ATLANTA, Long County, GA",33.749,-84.388,368,0,3,Medium,orange
GA1830040,BENTON BAY MOBILE HOME PARK,CWS,66,P,GW,"SAINT SIMONS ISLAND, Long County, GA",33.60752102664733,-84.79468470715437,19,3,0,High,red
GA1830041,LAND OF LAKES MOBILE HOME PARK,CWS,45,P,GW,"MIDWAY, Long County, GA",33.27952162173589,-82.0850868862055,75,2,1,High,red
GA1830042,SANDY RIDGE SUBDIVISION,CWS,64,P,GW,"GLENNVILLE, Long County, GA",33.50609059135592,-82.86407648209185,7,0,1,Medium,orange
GA1830043,NETTLES BRANCH SUBDIVISION,CWS,62,P,GW,"TOWNSEND, Long County, GA",32.47882166880891,-84.06084050172379,84,2,3,High,red
GA1830044,HUCKABERRY SUBDIVISION,CWS,64,P,GW,"LUDOWICI, Long County, GA",32.05719667747765,-83.13431460518396,69,0,1,Medium,orange
GA1830046,TAYLOR`S CREEK VILLAGE,CWS,31,P,GW,"MIDWAY, Long County, GA",31.74594275445193,-84.7183371583086,96,3,0,High,red
GA1830047,WINCHESTER ESTATES SUBDIVISION,CWS,101,P,GW,"TOWNSEND, Long County, GA",32.78710470383421,-83.89598988849585,66,0,2,Medium,orange
GA1830048,DAVENPORT RIDGE SUBDIVISION,CWS,26,P,GW,"SAVANNAH, Long County, GA",32.0835,-81.0998,4,0,0,Low,yellow
GA1830049,CRAWFORD WATER SYSTEM,CWS,671,P,GW,"SAVANNAH, Long County, GA",32.0835,-81.0998,3,0,0,Low,yellow
GA1830050,PARRISH CROSSING,CWS,26,P,GW,"SAVANNAH, Long County, GA",32.0835,-81.0998,7,0,0,Low,yellow
GA1830051,THE CROSSING,CWS,60,P,GW,"LUDOWICI, Long County, GA",31.7674999750867,-82.95992198190375,10,0,2,Medium,orange
GA1830052,LONELY  OAK SUBDIVISION,CWS,50,P,GW,"MIDWAY, Long County, GA",33.49149455875019,-82.9876702644293,55,0,0,Low,yellow
